Y,M,D,Q (cms)
2014,5,11,3110
2014,5,12,2910
2014,5,13,2830
2014,5,14,2960
2014,5,15,3480
2014,5,16,4270
2014,5,17,5090
2014,5,18,5510
2014,5,19,4860
2014,5,20,4350
2014,5,21,4130
2014,5,22,4210
2014,5,23,4640
2014,5,24,5320
2014,5,25,5770
2014,5,26,5550
2014,5,27,5860
2014,5,28,5890
2014,5,29,5490
2014,5,30,4610
2014,5,31,4180
2014,6,1,4020
2014,6,2,4020
2014,6,3,4090
2014,6,4,4250
2014,6,5,4120
2014,6,6,4000
2014,6,7,3840
2014,6,8,3610
2014,6,9,3500
2014,6,10,3570
2014,6,11,3450
2014,6,12,3140
2014,6,13,3060
2014,6,14,2730
2014,6,15,2390
2014,6,16,2280
2014,6,17,2080
2014,6,18,1880
2014,6,19,1710
2014,6,20,1650
2014,6,21,1860
2014,6,22,1980
2014,6,23,2000
2014,6,24,2010
2014,6,25,2050
2014,6,26,1930
2014,6,27,1900
2014,6,28,1800
2014,6,29,1690
2014,6,30,1610
2014,7,1,1510
2014,7,2,1480
2014,7,3,1480
2014,7,4,1420
2014,7,5,1390
2014,7,6,1310
2014,7,7,1230
2014,7,8,1170
2014,7,9,1100
2014,7,10,1040
2014,7,11,983
2014,7,12,923
2014,7,13,874
2014,7,14,830
2014,7,15,792
2014,7,16,761
2014,7,17,728
2014,7,18,706
2014,7,19,667
2014,7,20,642
2014,7,21,662
2014,7,22,687
2014,7,23,644
2014,7,24,600
2014,7,25,576
2014,7,26,555
2014,7,27,534
2014,7,28,515
2014,7,29,518
2014,7,30,519
2014,7,31,545
2014,8,1,549
2014,8,2,510
2014,8,3,484
2014,8,4,491
2014,8,5,539
2014,8,6,630
2014,8,7,710
2014,8,8,734
2014,8,9,552
2014,8,10,531
2014,8,11,495
2014,8,12,467
2014,8,13,540
2014,8,14,666
2014,8,15,533
2014,8,16,470
2014,8,17,442
2014,8,18,418
2014,8,19,412
2014,8,20,403
2014,8,21,431
2014,8,22,411
2014,8,23,476
2014,8,24,428
2014,8,25,417
2014,8,26,426
2014,8,27,395
2014,8,28,366
2014,8,29,351
2014,8,30,339
2014,8,31,351
2014,9,1,360
2014,9,2,336
2014,9,3,334
2014,9,4,337
2014,9,5,354
2014,9,6,354
2014,9,7,346
2014,9,8,338
2014,9,9,334
2014,9,10,332
2014,9,11,334
2014,9,12,334
2014,9,13,332
2014,9,14,327
2014,9,15,321
2014,9,16,318
2014,9,17,318
2014,9,18,320
2014,9,19,328
2014,9,20,321
2014,9,21,317
2014,9,22,331
2014,9,23,342
2014,9,24,330
2014,9,25,314
2014,9,26,309
2014,9,27,335
2014,9,28,371
2014,9,29,600
2014,9,30,472
2014,10,1,442
2014,10,2,402
2014,10,3,389
2014,10,4,386
2014,10,5,374
2014,10,6,349
2014,10,7,341
2014,10,8,339
2014,10,9,334
2014,10,10,333
2014,10,11,337
2014,10,12,347
2014,10,13,342
2014,10,14,338
2014,10,15,342
2014,10,16,363
2014,10,17,351
2014,10,18,345
2014,10,19,340
2014,10,20,336
2014,10,21,408
2014,10,22,472
2014,10,23,427
2014,10,24,523
2014,10,25,523
2014,10,26,455
2014,10,27,446
2014,10,28,417
2014,10,29,408
2014,10,30,428
2014,10,31,430
2014,11,1,440
2014,11,2,569
2014,11,3,511
2014,11,4,453
2014,11,5,439
2014,11,6,435
2014,11,7,431
2014,11,8,438
2014,11,9,428
2014,11,10,469
2014,11,11,435
2014,11,12,379
2014,11,13,311
2014,11,14,424
2014,11,15,413
2014,11,16,323
2014,11,17,332
2014,11,18,373
2014,11,19,427
2014,11,20,508
2014,11,21,482
2014,11,22,566
2014,11,23,596
2014,11,24,540
2014,11,25,525
2014,11,26,757
2014,11,27,691
2014,11,28,711
2014,11,29,755
2014,11,30,770
2014,12,1,600
2014,12,2,644
2014,12,3,603
2014,12,4,687
2014,12,5,819
2014,12,6,778
2014,12,7,785
2014,12,8,727
2014,12,9,676
2014,12,10,646
2014,12,11,619
2014,12,12,672
2014,12,13,859
2014,12,14,811
2014,12,15,674
2014,12,16,691
2014,12,17,664
2014,12,18,632
2014,12,19,609
2014,12,20,591
2014,12,21,902
2014,12,22,1140
2014,12,23,868
2014,12,24,813
2014,12,25,772
2014,12,26,635
2014,12,27,574
2014,12,28,636
2014,12,29,604
2014,12,30,536
2014,12,31,456
2015,1,1,470
2015,1,2,490
2015,1,3,550
2015,1,4,600
2015,1,5,618
2015,1,6,606
2015,1,7,594
2015,1,8,603
2015,1,9,604
2015,1,10,602
2015,1,11,620
2015,1,12,606
2015,1,13,576
2015,1,14,494
2015,1,15,440
2015,1,16,565
2015,1,17,538
2015,1,18,633
2015,1,19,895
2015,1,20,758
2015,1,21,629
2015,1,22,622
2015,1,23,698
2015,1,24,678
2015,1,25,688
2015,1,26,639
2015,1,27,677
2015,1,28,749
2015,1,29,760
2015,1,30,735
2015,1,31,694
2015,2,1,720
2015,2,2,758
2015,2,3,804
2015,2,4,868
2015,2,5,910
2015,2,6,958
2015,2,7,2850
2015,2,8,3400
2015,2,9,3530
2015,2,10,3790
2015,2,11,3040
2015,2,12,2470
2015,2,13,2120
2015,2,14,1900
2015,2,15,1790
2015,2,16,1650
2015,2,17,1520
2015,2,18,1430
2015,2,19,1370
2015,2,20,1320
2015,2,21,1240
2015,2,22,1140
2015,2,23,987
2015,2,24,1040
2015,2,25,1010
2015,2,26,958
2015,2,27,926
2015,2,28,888
2015,3,1,842
2015,3,2,794
2015,3,3,801
2015,3,4,706
2015,3,5,713
2015,3,6,729
2015,3,7,738
2015,3,8,748
2015,3,9,787
2015,3,10,828
2015,3,11,901
2015,3,12,956
2015,3,13,1090
2015,3,14,1210
2015,3,15,1400
2015,3,16,1730
2015,3,17,1920
2015,3,18,2030
2015,3,19,1970
2015,3,20,1880
2015,3,21,1880
2015,3,22,1840
2015,3,23,1850
2015,3,24,1800
2015,3,25,1640
2015,3,26,1550
2015,3,27,1580
2015,3,28,1730
2015,3,29,1820
2015,3,30,1850
2015,3,31,1990
2015,4,1,2090
2015,4,2,1950
2015,4,3,1800
2015,4,4,1700
2015,4,5,1640
2015,4,6,1560
2015,4,7,1420
2015,4,8,1350
2015,4,9,1280
2015,4,10,1230
2015,4,11,1230
2015,4,12,1260
2015,4,13,1180
2015,4,14,1220
2015,4,15,1170
2015,4,16,1140
2015,4,17,1160
2015,4,18,1240
2015,4,19,1360
2015,4,20,1490
2015,4,21,1680
2015,4,22,1930
2015,4,23,2200
2015,4,24,2350
2015,4,25,2210
2015,4,26,1980
2015,4,27,1800
2015,4,28,1740
2015,4,29,1850
2015,4,30,2120
2015,5,1,2300
2015,5,2,2430
2015,5,3,2520
2015,5,4,2560
2015,5,5,2620
2015,5,6,2760
2015,5,7,2570
2015,5,8,2320
2015,5,9,2150
2015,5,10,2080
2015,5,11,2070
2015,5,12,2090
2015,5,13,2190
2015,5,14,2160
2015,5,15,2210
2015,5,16,2210
2015,5,17,2330
2015,5,18,2280
2015,5,19,2260
2015,5,20,2420
2015,5,21,2460
2015,5,22,2520
2015,5,23,2470
2015,5,24,2510
2015,5,25,2590
2015,5,26,2530
2015,5,27,2520
2015,5,28,2370
2015,5,29,2220
2015,5,30,2250
2015,5,31,2280
2015,6,1,2580
2015,6,2,2650
2015,6,3,2280
2015,6,4,2000
2015,6,5,1830
2015,6,6,1860
2015,6,7,1830
2015,6,8,1850
2015,6,9,1890
2015,6,10,1940
2015,6,11,1690
2015,6,12,1550
2015,6,13,1420
2015,6,14,1280
2015,6,15,1170
2015,6,16,1110
2015,6,17,1060
2015,6,18,1010
2015,6,19,961
2015,6,20,914
2015,6,21,878
2015,6,22,836
2015,6,23,796
2015,6,24,758
2015,6,25,734
2015,6,26,699
2015,6,27,673
2015,6,28,656
2015,6,29,635
2015,6,30,613
2015,7,1,592
2015,7,2,572
2015,7,3,553
2015,7,4,532
2015,7,5,528
2015,7,6,558
2015,7,7,534
2015,7,8,537
2015,7,9,581
2015,7,10,556
2015,7,11,574
2015,7,12,567
2015,7,13,540
2015,7,14,560
2015,7,15,510
2015,7,16,483
2015,7,17,465
2015,7,18,467
2015,7,19,506
2015,7,20,461
2015,7,21,437
2015,7,22,430
2015,7,23,456
2015,7,24,435
2015,7,25,416
2015,7,26,401
2015,7,27,398
2015,7,28,423
2015,7,29,399
2015,7,30,382
2015,7,31,367
2015,8,1,354
2015,8,2,343
2015,8,3,343
2015,8,4,358
2015,8,5,360
2015,8,6,480
2015,8,7,395
2015,8,8,379
2015,8,9,390
2015,8,10,358
2015,8,11,341
2015,8,12,327
2015,8,13,318
2015,8,14,309
2015,8,15,308
2015,8,16,304
2015,8,17,302
2015,8,18,299
2015,8,19,298
2015,8,20,295
2015,8,21,290
2015,8,22,285
2015,8,23,285
2015,8,24,282
2015,8,25,275
2015,8,26,269
2015,8,27,278
2015,8,28,277
2015,8,29,276
2015,8,30,279
2015,8,31,280
2015,9,1,278
2015,9,2,273
2015,9,3,273
2015,9,4,290
2015,9,5,319
2015,9,6,312
2015,9,7,305
2015,9,8,297
2015,9,9,290
2015,9,10,282
2015,9,11,275
2015,9,12,270
2015,9,13,266
2015,9,14,266
2015,9,15,350
2015,9,16,448
2015,9,17,423
2015,9,18,445
2015,9,19,379
2015,9,20,350
2015,9,21,334
2015,9,22,322
2015,9,23,314
2015,9,24,308
2015,9,25,306
2015,9,26,302
2015,9,27,297
2015,9,28,297
2015,9,29,296
2015,9,30,294
2015,10,1,301
2015,10,2,314
2015,10,3,313
2015,10,4,318
2015,10,5,313
2015,10,6,306
2015,10,7,302
2015,10,8,303
2015,10,9,301
2015,10,10,296
2015,10,11,291
2015,10,12,291
2015,10,13,293
2015,10,14,292
2015,10,15,292
2015,10,16,291
2015,10,17,290
2015,10,18,335
2015,10,19,380
2015,10,20,368
2015,10,21,338
2015,10,22,322
2015,10,23,316
2015,10,24,317
2015,10,25,312
2015,10,26,319
2015,10,27,319
2015,10,28,314
2015,10,29,331
2015,10,30,336
2015,10,31,390
2015,11,1,479
2015,11,2,574
2015,11,3,466
2015,11,4,431
2015,11,5,400
2015,11,6,388
2015,11,7,369
2015,11,8,358
2015,11,9,386
2015,11,10,396
2015,11,11,361
2015,11,12,358
2015,11,13,346
2015,11,14,357
2015,11,15,353
2015,11,16,361
2015,11,17,335
2015,11,18,375
2015,11,19,366
2015,11,20,402
2015,11,21,286
2015,11,22,248
2015,11,23,315
2015,11,24,410
2015,11,25,428
2015,11,26,357
2015,11,27,222
2015,11,28,188
2015,11,29,180
2015,11,30,180
2015,12,1,230
2015,12,2,290
2015,12,3,400
2015,12,4,437
2015,12,5,397
2015,12,6,364
2015,12,7,463
2015,12,8,787
2015,12,9,776
2015,12,10,767
2015,12,11,715
2015,12,12,589
2015,12,13,559
2015,12,14,541
2015,12,15,457
2015,12,16,415
2015,12,17,391
2015,12,18,454
2015,12,19,496
2015,12,20,491
2015,12,21,472
2015,12,22,452
2015,12,23,456
2015,12,24,440
2015,12,25,365
2015,12,26,270
2015,12,27,255
2015,12,28,300
2015,12,29,320
2015,12,30,330
2015,12,31,310
2016,1,1,335
2016,1,2,338
2016,1,3,398
2016,1,4,453
2016,1,5,448
2016,1,6,432
2016,1,7,416
2016,1,8,398
2016,1,9,392
2016,1,10,351
2016,1,11,288
2016,1,12,382
2016,1,13,434
2016,1,14,414
2016,1,15,391
2016,1,16,386
2016,1,17,386
2016,1,18,403
2016,1,19,406
2016,1,20,416
2016,1,21,404
2016,1,22,402
2016,1,23,414
2016,1,24,435
2016,1,25,403
2016,1,26,349
2016,1,27,360
2016,1,28,434
2016,1,29,466
2016,1,30,491
2016,1,31,449
2016,2,1,366
2016,2,2,351
2016,2,3,381
2016,2,4,453
2016,2,5,462
2016,2,6,436
2016,2,7,424
2016,2,8,409
2016,2,9,432
2016,2,10,485
2016,2,11,545
2016,2,12,594
2016,2,13,646
2016,2,14,714
2016,2,15,772
2016,2,16,935
2016,2,17,978
2016,2,18,1050
2016,2,19,1090
2016,2,20,977
2016,2,21,862
2016,2,22,814
2016,2,23,733
2016,2,24,715
2016,2,25,716
2016,2,26,733
2016,2,27,832
2016,2,28,864
2016,2,29,859
2016,3,1,853
2016,3,2,879
2016,3,3,929
2016,3,4,937
2016,3,5,1090
2016,3,6,1920
2016,3,7,2280
2016,3,8,1720
2016,3,9,1450
2016,3,10,1370
2016,3,11,1960
2016,3,12,2280
2016,3,13,2470
2016,3,14,2740
2016,3,15,2310
2016,3,16,1920
2016,3,17,1650
2016,3,18,1460
2016,3,19,1350
2016,3,20,1350
2016,3,21,1610
2016,3,22,1890
2016,3,23,1750
2016,3,24,1650
2016,3,25,1550
2016,3,26,1420
2016,3,27,1350
2016,3,28,1260
2016,3,29,1210
2016,3,30,1170
2016,3,31,1280
2016,4,1,1450
2016,4,2,1710
2016,4,3,2120
2016,4,4,2550
2016,4,5,2450
2016,4,6,2350
2016,4,7,2550
2016,4,8,3010
2016,4,9,3590
2016,4,10,4250
2016,4,11,4550
2016,4,12,4730
2016,4,13,5460
2016,4,14,5340
2016,4,15,4380
2016,4,16,3590
2016,4,17,3230
2016,4,18,3180
2016,4,19,3320
2016,4,20,3710
2016,4,21,4220
2016,4,22,4960
2016,4,23,5140
2016,4,24,4720
2016,4,25,4270
2016,4,26,3900
2016,4,27,3780
2016,4,28,3410
2016,4,29,3280
2016,4,30,3060
2016,5,1,2910
2016,5,2,2980
2016,5,3,3230
2016,5,4,3600
2016,5,5,3970
2016,5,6,4540
2016,5,7,4770
2016,5,8,4860
2016,5,9,5010
2016,5,10,4220
2016,5,11,3480
2016,5,12,3140
2016,5,13,3140
2016,5,14,3450
2016,5,15,3940
2016,5,16,3850
2016,5,17,3430
2016,5,18,3400
2016,5,19,3820
2016,5,20,3850
2016,5,21,3380
2016,5,22,2900
2016,5,23,2550
2016,5,24,2300
2016,5,25,2140
2016,5,26,2090
2016,5,27,2080
2016,5,28,2160
2016,5,29,2240
2016,5,30,2360
2016,5,31,2510
2016,6,1,2680
2016,6,2,2850
2016,6,3,2910
2016,6,4,3260
2016,6,5,3660
2016,6,6,3950
2016,6,7,3460
2016,6,8,3380
2016,6,9,3310
2016,6,10,2900
2016,6,11,2590
2016,6,12,2210
2016,6,13,1970
2016,6,14,1880
2016,6,15,1780
2016,6,16,1700
2016,6,17,1520
2016,6,18,1410
2016,6,19,1400
2016,6,20,1380
2016,6,21,1430
2016,6,22,1450
2016,6,23,1400
2016,6,24,1380
2016,6,25,1300
2016,6,26,1210
2016,6,27,1130
2016,6,28,1100
2016,6,29,1080
2016,6,30,1060
2016,7,1,1030
2016,7,2,986
2016,7,3,928
2016,7,4,883
2016,7,5,841
2016,7,6,804
2016,7,7,773
2016,7,8,738
2016,7,9,714
2016,7,10,725
2016,7,11,790
2016,7,12,723
2016,7,13,678
2016,7,14,644
2016,7,15,615
2016,7,16,594
2016,7,17,579
2016,7,18,559
2016,7,19,539
2016,7,20,526
2016,7,21,513
2016,7,22,497
2016,7,23,487
2016,7,24,483
2016,7,25,474
2016,7,26,462
2016,7,27,453
2016,7,28,444
2016,7,29,438
2016,7,30,431
2016,7,31,422
2016,8,1,414
2016,8,2,412
2016,8,3,402
2016,8,4,406
2016,8,5,404
2016,8,6,412
2016,8,7,398
2016,8,8,391
2016,8,9,386
2016,8,10,387
2016,8,11,387
2016,8,12,382
2016,8,13,372
2016,8,14,366
2016,8,15,361
2016,8,16,355
2016,8,17,353
2016,8,18,355
2016,8,19,348
2016,8,20,342
2016,8,21,338
2016,8,22,331
2016,8,23,329
2016,8,24,333
2016,8,25,335
2016,8,26,333
2016,8,27,331
2016,8,28,327
2016,8,29,323
2016,8,30,320
2016,8,31,318
2016,9,1,313
2016,9,2,310
2016,9,3,335
2016,9,4,345
2016,9,5,385
2016,9,6,366
2016,9,7,350
2016,9,8,340
2016,9,9,334
2016,9,10,330
2016,9,11,326
2016,9,12,324
2016,9,13,330
2016,9,14,367
2016,9,15,425
2016,9,16,367
2016,9,17,350
2016,9,18,345
2016,9,19,350
2016,9,20,343
2016,9,21,339
2016,9,22,369
2016,9,23,416
2016,9,24,372
2016,9,25,352
2016,9,26,346
2016,9,27,342
2016,9,28,337
2016,9,29,332
2016,9,30,330
2016,10,1,329
2016,10,2,331
2016,10,3,342
2016,10,4,351
2016,10,5,352
2016,10,6,357
2016,10,7,358
2016,10,8,351
2016,10,9,345
2016,10,10,341
2016,10,11,340
2016,10,12,338
2016,10,13,341
2016,10,14,385
2016,10,15,523
2016,10,16,628
2016,10,17,609
2016,10,18,599
2016,10,19,559
2016,10,20,507
2016,10,21,478
2016,10,22,475
2016,10,23,464
2016,10,24,456
2016,10,25,553
2016,10,26,592
2016,10,27,533
2016,10,28,523
2016,10,29,569
2016,10,30,562
2016,10,31,959
2016,11,1,882
2016,11,2,783
2016,11,3,705
2016,11,4,654
2016,11,5,615
2016,11,6,586
2016,11,7,559
2016,11,8,538
2016,11,9,521
2016,11,10,508
2016,11,11,496
2016,11,12,485
2016,11,13,475
2016,11,14,469
2016,11,15,498
2016,11,16,545
2016,11,17,506
2016,11,18,444
2016,11,19,479
2016,11,20,467
2016,11,21,458
2016,11,22,444
2016,11,23,450
2016,11,24,441
2016,11,25,425
2016,11,26,435
2016,11,27,433
2016,11,28,447
2016,11,29,405
2016,11,30,375
2016,12,1,431
2016,12,2,359
2016,12,3,397
2016,12,4,447
2016,12,5,384
2016,12,6,298
2016,12,7,351
2016,12,8,319
2016,12,9,474
2016,12,10,546
2016,12,11,511
2016,12,12,480
2016,12,13,422
2016,12,14,424
2016,12,15,480
2016,12,16,548
2016,12,17,428
2016,12,18,323
2016,12,19,373
2016,12,20,501
2016,12,21,483
2016,12,22,428
2016,12,23,370
2016,12,24,430
2016,12,25,480
2016,12,26,425
2016,12,27,384
2016,12,28,430
2016,12,29,405
2016,12,30,425
2016,12,31,408
2017,1,1,415
2017,1,2,426
2017,1,3,460
2017,1,4,482
2017,1,5,430
2017,1,6,360
2017,1,7,369
2017,1,8,405
2017,1,9,447
2017,1,10,506
2017,1,11,462
2017,1,12,443
2017,1,13,432
2017,1,14,430
2017,1,15,443
2017,1,16,432
2017,1,17,451
2017,1,18,493
2017,1,19,555
2017,1,20,540
2017,1,21,535
2017,1,22,498
2017,1,23,505
2017,1,24,465
2017,1,25,442
2017,1,26,476
2017,1,27,444
2017,1,28,435
2017,1,29,420
2017,1,30,480
2017,1,31,520
2017,2,1,540
2017,2,2,560
2017,2,3,610
2017,2,4,654
2017,2,5,712
2017,2,6,728
2017,2,7,798
2017,2,8,749
2017,2,9,1610
2017,2,10,5400
2017,2,11,3330
2017,2,12,2180
2017,2,13,1710
2017,2,14,1460
2017,2,15,1360
2017,2,16,1370
2017,2,17,1550
2017,2,18,1540
2017,2,19,1790
2017,2,20,1710
2017,2,21,2540
2017,2,22,2340
2017,2,23,1880
2017,2,24,1570
2017,2,25,1340
2017,2,26,1220
2017,2,27,1110
2017,2,28,1040
2017,3,1,946
2017,3,2,867
2017,3,3,859
2017,3,4,888
2017,3,5,881
2017,3,6,847
2017,3,7,822
2017,3,8,828
2017,3,9,1050
2017,3,10,2620
2017,3,11,3320
2017,3,12,2630
2017,3,13,2600
2017,3,14,2710
2017,3,15,3690
2017,3,16,6310
2017,3,17,6710
2017,3,18,6130
2017,3,19,7730
2017,3,20,8740
2017,3,21,7260
2017,3,22,8190
2017,3,23,6970
2017,3,24,6030
2017,3,25,5090
2017,3,26,4460
2017,3,27,3970
2017,3,28,3580
2017,3,29,3400
2017,3,30,4340
2017,3,31,4380
2017,4,1,4360
2017,4,2,4560
2017,4,3,4610
2017,4,4,4060
2017,4,5,3670
2017,4,6,3920
2017,4,7,4720
2017,4,8,5130
2017,4,9,4390
2017,4,10,3780
2017,4,11,3320
2017,4,12,3070
2017,4,13,3410
2017,4,14,3410
2017,4,15,3120
2017,4,16,2960
2017,4,17,3540
2017,4,18,4180
2017,4,19,4340
2017,4,20,4430
2017,4,21,4140
2017,4,22,4110
2017,4,23,4330
2017,4,24,4590
2017,4,25,4320
2017,4,26,4280
2017,4,27,4010
2017,4,28,3640
2017,4,29,3440
2017,4,30,3520
2017,5,1,3540
2017,5,2,3830
2017,5,3,4390
2017,5,4,5160
2017,5,5,6990
2017,5,6,9780
2017,5,7,11800
2017,5,8,9380
2017,5,9,8820
2017,5,10,8900
2017,5,11,9380
2017,5,12,10300
2017,5,13,8790
2017,5,14,6920
2017,5,15,5750
2017,5,16,5330
2017,5,17,4790
2017,5,18,4150
2017,5,19,3790
2017,5,20,3710
2017,5,21,3920
2017,5,22,4850
2017,5,23,6210
2017,5,24,7870
2017,5,25,8300
2017,5,26,6740
2017,5,27,5820
2017,5,28,5980
2017,5,29,6890
2017,5,30,7840
2017,5,31,8980
2017,6,1,9830
2017,6,2,8770
2017,6,3,8100
2017,6,4,8510
2017,6,5,9020
2017,6,6,7730
2017,6,7,7370
2017,6,8,8540
2017,6,9,7390
2017,6,10,6100
2017,6,11,4870
2017,6,12,4360
2017,6,13,4500
2017,6,14,3820
2017,6,15,3620
2017,6,16,4040
2017,6,17,4590
2017,6,18,4820
2017,6,19,5420
2017,6,20,6080
2017,6,21,6920
2017,6,22,5990
2017,6,23,4790
2017,6,24,4260
2017,6,25,4150
2017,6,26,4310
2017,6,27,4510
2017,6,28,4200
2017,6,29,3700
2017,6,30,3120
2017,7,1,3000
2017,7,2,2910
2017,7,3,2870
2017,7,4,2910
2017,7,5,2700
2017,7,6,2670
2017,7,7,2480
2017,7,8,2370
2017,7,9,2270
2017,7,10,2180
2017,7,11,2030
2017,7,12,1840
2017,7,13,1680
2017,7,14,1610
2017,7,15,1540
2017,7,16,1490
2017,7,17,1410
2017,7,18,1310
2017,7,19,1230
2017,7,20,1170
2017,7,21,1110
2017,7,22,1060
2017,7,23,1010
2017,7,24,981
2017,7,25,962
2017,7,26,989
2017,7,27,963
2017,7,28,913
2017,7,29,877
2017,7,30,834
2017,7,31,799
2017,8,1,771
2017,8,2,752
2017,8,3,723
2017,8,4,703
2017,8,5,684
2017,8,6,671
2017,8,7,665
2017,8,8,667
2017,8,9,650
2017,8,10,639
2017,8,11,633
2017,8,12,618
2017,8,13,601
2017,8,14,631
2017,8,15,613
2017,8,16,584
2017,8,17,565
2017,8,18,551
2017,8,19,536
2017,8,20,526
2017,8,21,519
2017,8,22,515
2017,8,23,507
2017,8,24,529
2017,8,25,507
2017,8,26,488
2017,8,27,477
2017,8,28,467
2017,8,29,466
2017,8,30,456
2017,8,31,462
2017,9,1,451
2017,9,2,445
2017,9,3,438
2017,9,4,428
2017,9,5,424
2017,9,6,426
2017,9,7,425
2017,9,8,422
2017,9,9,431
2017,9,10,444
2017,9,11,428
2017,9,12,417
2017,9,13,417
2017,9,14,417
2017,9,15,437
2017,9,16,439
2017,9,17,435
2017,9,18,452
2017,9,19,617
2017,9,20,582
2017,9,21,625
2017,9,22,588
2017,9,23,556
2017,9,24,529
2017,9,25,512
2017,9,26,502
2017,9,27,496
2017,9,28,489
2017,9,29,480
2017,9,30,491